polarity,final_messages
0,your name's spelt funny
0,pierogis
0,"yep, i go to a joint near my place all the time to get my fix"
0,"what are you doing in melbourne,"
0,*?
0,"yep, i'm a science student, health sciences and bullshit"
0,a thesis? what kind?
0,"i didn't know melbourne had anything horribly exciting for research, unless it's coffee"
1,http://australianmuseum.net.au/Drop-Bear hey if you're a tourist i suggest you avoid dropbears
0,"mmm not bad, the novelty of uni hols are wearing off"
0,r you at uni as well then?
0,*r u
0,"melbourne, science kid"
0,"melbourne's good, haha i've never been to any other unis tho, 
3rd year"
0,"yup, i'm planning on postgrad tho"
1,haha what are you doing at uni then?
0,"nice cat, i hate to disappoint but i'm not jlaw"
0,"nah i have a dog, a great big golden retriever"
0,i've always wanted a garfield to piss off my dog
0,haha yes dogs can be such cowards
1,it's great much better than drinking the stuff
1,it's far too early 🌞
0,"not much, wbu?"
0,mondays r brutal
0,"idk, honestly i've just been seeing what the bloody hell this app is about"
0,"i read about it in rolling stone, you ser"
0,*see
0,wbu?
0,also nice walking stick
0,isn't it a little early in the week haha
0,well not for students but people who work...
0,"haha i know, i thought people who work left drinking and shit till thursday and friday"
1,what r u on this godforsaken app for? :)
0,👍
0,uh maybe but y'know stranger danger
0,haha i know
0,i'm busy tonight but i'll ttyl
0,psych sub-specialty?
0,that was a question...
0,is the best
0,favourite record?
1,"well if it's your favourite record, why on earth wouldn't you own it...!"
0,unless it's exceptionally rare
0,it's good
0,what genre is it
0,mine are mostly indie rock and some indiepop
0,i like the cartoon
0,is that obelisk in washington?
1,"poor thing, it's probably the acid rain"
1,are you american? your photos have a 'murican theme
0,but altoids
1,dear god no kangaroos are vicious
1,wallabies are cute tho
0,disembowlment
0,"koalas are cool, but those claws"
0,"well, i was bitten by a kangaroo once"
0,and a friend of mine had the weirdest legends about kangaroos
0,i went to dreamworld as a kid and the koalas were kind of clawed
1,"fingers, just a nibble"
0,"i was feeding it, to be fair to skippy"
0,you've had wonderful experiences with the wildlife then?
1,they're pretty cool...at a distance 🙊
0,i like wombats
0,haha they're not that rotund
0,more like furry footballs on legs
1,omg yes they lay eggs
1,you look like a hipster
0,"i'm good, hru?"
0,um i'm on uni holidays so these days i mostly waste time
1,"binging on tv series, messing around on my uke and such"
0,yeah impulse buy in year 12
1,it's so cute and i like the nylon strings
0,i've played a whole heap of instruments but i completely suck at them all except the uke
1,well it took long enough lol
0,what about you?
0,"nice, what kind of guitar?"
1,"cool, what's your band's name"
0,have you guys put anything out yet
0,"nice, hope it goes well"
0,"what kind of sound are you doing? favourite bands,"
0,*?
0,"beck is good, such a strange one"
0,so is his songbook
0,i heard jack white was on it
1,lazaretto is a masterpiece
0,took a while to get my hands on the wax record 💽
0,jack black?
0,"yep, how'd you guess"
0,more like a good guess
1,arts student?
1,"i'm in science, we like to laugh at arts kids"
1,😜
0,"haha, really? i'm hoping to go to med school, so maybe there is hooe for me after all"
0,3rd this year
0,nice gown
0,"and really, why are unimelb students so arrogant?"
0,"haha, sounds like a solid gig"
0,yeah
1,"well you wouldn't believe the arrogance of the ivy leagues, our little group of 8 is a pawn"
1,have you seen the kangaroo at unistore?
0,it's wearing the same outfit as your photo
0,"i used to, went to newman for a semester"
0,"yep, but it's pretty good anyway"
0,"i moved back home, in fitzroy now"
0,"volunteering with vcess, hanging about, wbu?"
0,it's a vce summer school for disadv. kids
0,i'm teaching psych 1+2
0,"not really charity work, we're paid in sausage sizzles"
0,2 weeks or so i think
0,"other than getting people through graduation, what are you up to?"
0,"nice, are you graduating or something?"
0,yeah mom's an expat
0,is that one of those things where you pay money to be slave labour?
0,"a long time ago, she's the anti-asian mom and it weirds my friends out"
0,"after, i think"
0,haha it's not sensitive i just don't really no
0,"she moved for work, ended up on a project that required some relocation to canada i think"
0,then australia 🌍
0,"*know, dear god how did i manage that typo"
0,ttyl
0,misuse of puppies.
1,apparently everyone in the tinderverse likes sport...
0,i like my elliptical but i have had too many traumatic experiences in PE
0,had a girl in my class who had a really wicked throw in that game where you throw balls at people
0,kind of but it goes by a different name
0,and you don't stand in a straight line
0,haha yep it's pretty good normally
0,girl back in school. really hard throw and really good aim.
1,do you miss heart attack inducing american food?
0,haha i have a friend who went to america for uni and it took A LOT of coaxing to convince him to eat a corn dog
1,YES
0,but they're called dagwood dogs or pluto pups
0,what are you doing in melbourne?
1,"nice, couldn't find slave labour at home?"
0,haha isn't that what interning is?
0,a buddy of mine is interning for world bank and ended up conference calling the lebanese over christmas
0,a little slave-ish
1,nice dog
1,taco truck is the best
1,nice dog
1,is it a golden retriever? mine's name is honey
0,is it? i was lobbying for biscuit but i lost
0,"uni student, i like doges and vinyl"
0,wbu?
0,"i'm doing science at melbourne, i used to skate a little but now i've just got a penny for uni"
0,"haha yes when i was at college everyone had one, psych nice"
0,"i ride it to uni, otherwise it's a massive pain walking"
0,"new vinyls, my turntable's new and i don't have the patience to clean the old ones"
0,"um indie rock mostly, the national and such"
0,i'm listening to a lot of vance joy and karen o right now
0,what do you listen to?
0,post hardcore? haven't heard of that one
0,so many new genres
0,have you heard of symphonic metal? a friend of mine likes it...
0,omg haha i've heard of that
0,apparently there's a psy-mario mix?
0,starting 3rd this year
0,"yeah, it's hard though"
0,i'm trying to get into med school
0,"no clue, maybe a surgical specialty"
0,haha not really i am terrible at wii
0,i used to be a nintendo fiend on a ds
0,are you into strange violent video games
0,haha have you heard of counter strike?
0,a friend of mine plays the game to shoot CHICKENS
0,ah do you play it then?
0,"i've seen a goat mod on another game, that was rather good"
0,how do you feel about symphonic metal
0,"i don't listen to symphonic metal, it's kind of the only metal i know"
0,"indie rock mostly, but i'll listen to pop as well if it's not terrible"
0,"haha no, what about the national?"
0,bloodbuzz ohio
0,sure
0,and? are you going to finish the joke?
0,"i don't do law, obviously, but damn it i just got it"
0,where are you doing law? monash?
1,"nice, usually only law students make bad law jokes lol"
0,i'm doing science at melbourne
1,😹
1,but which faculty is the best for bad jokes?
0,what is that bear? does it have ears
1,"from a certain angle, it looks a little like a llama"
0,well he took a bad selfie that didn't get his ears in the shot...
0,"nah, he doesn't look so little"
0,looks a little worse for wear
0,hola
0,don't call me darling s'il vous plait
0,goats or dogs
0,oh wow i know someone who's exactly like that
0,we make a lot of jokes about this guy's love for goats
0,"he's into goats, as legend would have it"
0,did you know there's goat porn on the internet?
0,#2 on top ten things i didn't want to know
1,austrian porn
0,"jesus i don't know, anything but bestiality"
0,you wouldn't know a guy called jeremy pattison would you?
0,tall? i don't know about that
0,"he used to have a dp exactly like yours, a selfie with a goat at the royal show"
0,"nah, he's not blonde"
0,um dude your dp shows a blonde kid
0,nice to meet you mr goat
0,i probably petted you when i was at the show
0,i got michellefish back in year 9
0,"raw deal, in french class"
0,so is being called mr goat
0,rolling stones?
0,in the interests of full disclosure i cannot catch a frisbee
0,yo
0,"alright, i'm riding out the heatwave"
0,cool change coming thank god
0,greetings
0,which gig is that photo at
0,right
0,"i don't watch reality tv, no clue"
0,what kind of air guitars?
0,i have an epiphone
0,but favourite?
1,surely you must have a favourite *air guitar*
